,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.price.idx,euribor3m
8534,30,13,3,9,0,1,0,6,3,299,1,999,0,2,94.465,4.864
8535,38,13,1,9,0,0,1,6,3,578,1,999,0,2,94.465,4.864
8536,25,13,1,6,0,1,1,6,3,109,1,999,0,2,94.465,4.864
8537,33,13,3,9,0,0,0,6,3,142,2,999,0,2,94.465,4.864
8538,41,4,3,5,2,0,0,6,3,102,1,999,0,2,94.465,4.864
8539,31,12,3,3,2,1,0,6,3,233,1,999,0,2,94.465,4.864
8540,29,13,3,6,0,1,0,6,3,194,2,999,0,2,94.465,4.864
8541,42,13,3,4,0,1,1,6,3,365,1,999,0,2,94.465,4.864
8542,35,13,1,6,0,0,0,6,3,984,2,999,0,2,94.465,4.864
8543,60,13,3,6,0,0,1,6,3,16,8,999,0,2,94.465,4.864
8544,48,13,3,6,0,1,1,6,3,105,1,999,0,2,94.465,4.864
8545,58,12,2,0,0,1,0,6,3,215,1,999,0,2,94.465,4.864
8546,46,13,3,6,0,1,1,6,3,148,10,999,0,2,94.465,4.864
8547,30,6,1,8,0,0,0,6,3,386,1,999,0,2,94.465,4.864
8548,31,12,3,4,2,0,0,6,3,91,4,999,0,2,94.465,4.864
8549,34,13,1,9,0,0,0,6,3,98,1,999,0,2,94.465,4.864
8550,37,13,2,9,0,0,0,6,3,193,2,999,0,2,94.465,4.864
8551,24,5,1,6,0,0,0,6,3,132,1,999,0,2,94.465,4.864
8552,58,6,3,3,0,1,0,6,3,279,1,999,0,2,94.465,4.864
8553,59,8,3,8,0,1,0,6,3,109,9,999,0,2,94.465,4.864
8554,36,11,3,9,0,1,0,6,3,1045,1,999,0,2,94.465,4.864
8555,28,9,1,9,0,0,0,6,3,361,1,999,0,2,94.465,4.864
8556,31,12,3,5,0,0,0,6,3,204,1,999,0,2,94.465,4.864
8557,23,12,1,5,0,1,0,6,3,83,1,999,0,2,94.465,4.864
8558,34,4,2,5,0,0,0,6,3,105,1,999,0,2,94.465,4.864
8559,40,13,3,6,0,1,1,6,3,73,10,999,0,2,94.465,4.864
8560,46,4,3,8,2,1,0,6,3,77,8,999,0,2,94.465,4.864
8561,25,12,3,6,0,0,1,6,3,29,1,999,0,2,94.465,4.864
8562,33,13,3,9,0,1,0,6,3,355,1,999,0,2,94.465,4.864
8563,26,4,1,8,0,1,0,6,3,153,1,999,0,2,94.465,4.864
8564,32,13,1,9,0,1,1,6,3,87,1,999,0,2,94.465,4.864
8565,50,13,1,9,0,0,0,6,3,178,6,999,0,2,94.465,4.864
8566,32,13,1,9,0,0,1,6,3,174,1,999,0,2,94.465,4.864
8567,26,4,1,8,0,1,0,6,3,605,1,999,0,2,94.465,4.864
8568,34,13,3,6,0,0,0,6,3,638,1,999,0,2,94.465,4.864
8569,31,6,1,6,0,1,0,6,3,89,1,999,0,2,94.465,4.864
8570,34,9,3,9,0,0,0,6,3,121,2,999,0,2,94.465,4.864
8571,31,6,1,6,0,1,1,6,3,216,1,999,0,2,94.465,4.864
8572,26,12,1,4,0,0,0,6,3,83,2,999,0,2,94.465,4.864
8573,42,12,3,3,2,1,1,6,3,317,9,999,0,2,94.465,4.864
8574,26,9,1,5,0,1,0,6,3,184,1,999,0,2,94.465,4.864
8575,27,7,1,9,0,1,1,6,3,161,1,999,0,2,94.465,4.864
8576,30,12,3,6,0,0,0,6,3,301,1,999,0,2,94.465,4.864
8577,50,13,3,6,0,0,0,6,3,276,1,999,0,2,94.465,4.864
8578,55,8,2,8,0,0,0,6,3,182,1,999,0,2,94.465,4.864
8579,50,7,3,5,2,0,0,6,3,139,2,999,0,2,94.465,4.864
8580,52,8,3,3,0,0,1,6,3,87,3,999,0,2,94.465,4.864
8581,36,12,1,5,0,0,0,6,3,377,1,999,0,2,94.465,4.864
8582,29,13,1,6,0,0,0,6,3,211,1,999,0,2,94.465,4.864
8583,36,12,3,3,0,0,0,6,3,357,4,999,0,2,94.465,4.864
8584,26,13,3,6,0,1,1,6,3,119,2,999,0,2,94.465,4.864
8585,25,13,3,6,0,1,0,6,3,264,2,999,0,2,94.465,4.864
8586,45,7,1,6,0,0,0,6,3,165,1,999,0,2,94.465,4.864
8587,28,12,1,6,0,1,1,6,3,148,1,999,0,2,94.465,4.864
8588,31,12,2,5,0,1,1,6,3,121,2,999,0,2,94.465,4.864
8589,27,5,1,9,2,1,0,6,3,235,2,999,0,2,94.465,4.864
8590,32,6,3,6,0,0,0,6,3,90,2,999,0,2,94.465,4.864
8591,57,12,3,5,0,1,1,6,3,367,2,999,0,2,94.465,4.864
8592,27,12,1,4,0,1,1,6,3,444,3,999,0,2,94.465,4.864
8593,39,12,3,4,0,1,1,6,3,141,1,999,0,2,94.465,4.864
8594,50,4,3,8,2,1,1,6,3,31,1,999,0,2,94.465,4.864
8595,29,13,1,6,0,0,0,6,3,283,1,999,0,2,94.465,4.864
8596,31,12,1,5,0,0,0,6,3,767,2,999,0,2,94.465,4.864
8597,25,6,1,6,0,0,0,6,3,123,1,999,0,2,94.465,4.864
8598,38,12,3,4,2,0,0,6,3,236,1,999,0,2,94.465,4.864
8599,38,12,1,6,2,1,0,6,3,936,1,999,0,2,94.465,4.864
8600,49,10,2,4,0,1,0,6,3,85,3,999,0,2,94.465,4.864
8601,53,4,3,8,2,1,0,6,3,104,2,999,0,2,94.465,4.864
8602,35,5,1,6,0,0,0,6,3,71,4,999,0,2,94.465,4.864
8603,32,13,3,9,0,0,0,6,3,525,2,999,0,2,94.465,4.864
8604,30,6,1,6,2,0,0,6,3,324,1,999,0,2,94.465,4.864
8605,28,12,1,5,0,1,0,6,3,525,1,999,0,2,94.465,4.864
8606,33,13,1,9,0,1,1,6,3,238,1,999,0,2,94.465,4.864
8607,33,2,3,5,0,0,0,6,3,563,1,999,0,2,94.465,4.864
8608,25,13,1,6,0,1,1,6,3,217,2,999,0,2,94.465,4.864
8609,25,5,1,6,0,0,1,6,3,433,2,999,0,2,94.465,4.864
8610,32,10,3,9,0,1,0,6,3,52,1,999,0,2,94.465,4.864
8611,25,13,3,9,0,1,0,6,3,149,8,999,0,2,94.465,4.864
8612,31,13,1,9,0,1,0,6,3,357,2,999,0,2,94.465,4.864
8613,42,13,2,9,0,0,0,6,3,140,1,999,0,2,94.465,4.864
8614,45,9,3,0,2,1,0,6,3,171,3,999,0,2,94.465,4.864
8615,52,12,3,3,0,0,0,6,3,154,2,999,0,2,94.465,4.864
8616,26,5,1,6,0,0,0,6,3,219,1,999,0,2,94.465,4.864
8617,40,10,2,6,0,0,0,6,3,1449,6,999,0,2,94.465,4.864
8618,29,13,1,9,0,0,1,6,3,251,1,999,0,2,94.465,4.864
8619,31,12,3,6,0,0,0,6,3,544,1,999,0,2,94.465,4.864
8620,53,9,3,9,0,2,2,6,3,232,1,999,0,2,94.465,4.864
8621,36,12,3,5,0,0,1,6,3,920,1,999,0,2,94.465,4.864
8622,56,13,3,9,0,0,0,6,3,79,1,999,0,2,94.465,4.864
8623,48,12,3,5,0,1,0,6,3,103,2,999,0,2,94.465,4.864
8624,32,6,3,6,2,1,0,6,3,833,2,999,0,2,94.465,4.864
8625,27,4,1,9,0,0,1,6,3,97,1,999,0,2,94.465,4.864
8626,26,13,1,6,0,0,0,6,3,205,6,999,0,2,94.465,4.864
8627,31,13,3,6,0,2,2,6,3,360,2,999,0,2,94.465,4.864
8628,35,12,3,6,0,0,0,6,3,344,2,999,0,2,94.465,4.864
8629,56,10,3,3,0,0,0,6,3,204,1,999,0,2,94.465,4.864
8630,34,4,2,5,0,0,0,6,3,156,3,999,0,2,94.465,4.864
8631,39,13,1,6,0,0,0,6,3,213,1,999,0,2,94.465,4.864
8632,31,13,3,9,0,1,0,6,3,153,6,999,0,2,94.465,4.864
8633,49,13,3,9,0,0,0,6,3,29,2,999,0,2,94.465,4.864
8634,42,6,3,5,0,0,0,6,3,15,1,999,0,2,94.465,4.864
8635,41,12,3,3,2,0,0,6,3,38,1,999,0,2,94.465,4.864
8636,37,12,3,4,0,0,0,6,3,654,2,999,0,2,94.465,4.864
8637,51,12,3,3,2,1,0,6,3,1254,10,999,0,2,94.465,4.864
8638,39,13,1,6,0,0,0,6,3,139,2,999,0,2,94.465,4.864
8639,41,12,3,3,2,0,0,6,3,81,1,999,0,2,94.465,4.864
8640,53,12,3,3,2,1,0,6,3,597,7,999,0,2,94.465,4.864
8641,32,12,3,3,2,1,0,6,3,228,8,999,0,2,94.465,4.864
8642,50,10,2,6,2,1,0,6,3,763,4,999,0,2,94.465,4.864
8643,25,3,1,9,0,0,0,6,3,2203,2,999,0,2,94.465,4.864
8644,45,9,3,0,2,1,0,6,3,61,6,999,0,2,94.465,4.864
8645,61,8,3,6,0,2,2,6,3,99,4,999,0,2,94.465,4.864
8646,51,2,3,3,0,0,1,6,3,85,5,999,0,2,94.465,4.864
8647,33,13,1,6,0,0,0,6,3,187,2,999,0,2,94.465,4.864
8648,25,13,1,9,0,0,0,6,3,188,2,999,0,2,94.465,4.864
8649,23,12,3,5,0,1,0,6,3,298,3,999,0,2,94.465,4.864
8650,35,13,3,6,0,0,0,6,3,113,2,999,0,2,94.465,4.864
8651,29,2,1,9,0,1,0,6,3,201,2,999,0,2,94.465,4.864
8652,42,12,3,5,0,1,0,6,3,264,2,999,0,2,94.465,4.864
8653,32,13,1,6,0,1,0,6,3,23,2,999,0,2,94.465,4.864
8654,37,2,3,8,2,0,0,6,3,42,16,999,0,2,94.465,4.864
8655,38,13,3,6,0,0,0,6,3,180,2,999,0,2,94.465,4.864
8656,41,11,3,3,0,1,0,6,3,95,2,999,0,2,94.465,4.864
8657,40,12,3,3,0,0,0,6,3,69,1,999,0,2,94.465,4.864
8658,32,13,1,6,0,0,0,6,3,324,1,999,0,2,94.465,4.864
8659,50,13,3,6,2,0,0,6,3,144,1,999,0,2,94.465,4.864
8660,27,12,1,5,0,0,0,6,3,298,2,999,0,2,94.465,4.864
8661,36,12,1,5,0,2,2,6,3,1224,7,999,0,2,94.465,4.864
8662,45,6,3,4,0,2,2,6,3,173,10,999,0,2,94.465,4.864
8663,35,4,1,8,0,1,0,6,3,134,2,999,0,2,94.465,4.864
8664,30,6,1,6,0,0,0,6,3,245,1,999,0,2,94.465,4.864
8665,36,13,3,5,0,0,0,6,3,121,3,999,0,2,94.465,4.864
8666,26,12,3,5,0,0,0,6,3,49,1,999,0,2,94.465,4.864
8667,26,13,3,6,0,0,0,6,3,606,2,999,0,2,94.465,4.864
8668,32,12,3,3,0,0,0,6,3,489,5,999,0,2,94.465,4.864
8669,29,13,1,6,0,1,0,6,3,184,2,999,0,2,94.465,4.864
8670,26,7,3,9,0,1,0,6,3,106,1,999,0,2,94.465,4.864
8671,46,12,3,5,0,0,0,6,3,91,2,999,0,2,94.465,4.864
8672,39,4,3,8,0,0,0,6,3,249,2,999,0,2,94.465,4.864
8673,46,12,3,5,0,0,0,6,3,92,2,999,0,2,94.465,4.864
8674,27,2,1,9,0,0,0,6,3,404,2,999,0,2,94.465,4.864
8675,32,13,3,9,0,0,0,6,3,135,3,999,0,2,94.465,4.864
8676,48,13,2,8,0,1,0,6,3,37,1,999,0,2,94.465,4.864
8677,42,12,3,5,2,0,0,6,3,141,6,999,0,2,94.465,4.864
8678,32,4,3,8,0,0,0,6,3,117,1,999,0,2,94.465,4.864
8679,23,6,1,6,0,0,0,6,3,174,9,999,0,2,94.465,4.864
8680,35,2,3,5,2,2,2,6,3,60,4,999,0,2,94.465,4.864
8681,59,8,3,4,2,0,0,6,3,235,5,999,0,2,94.465,4.864
8682,27,12,3,5,0,1,1,6,3,285,4,999,0,2,94.465,4.864
8683,53,13,2,9,0,1,0,6,3,112,1,999,0,2,94.465,4.864
8684,50,12,3,3,2,0,0,6,3,99,2,999,0,2,94.465,4.864
8685,41,12,3,3,2,0,0,6,3,132,2,999,0,2,94.465,4.864
8686,52,9,2,9,0,0,0,6,3,208,4,999,0,2,94.465,4.864
8687,36,11,3,9,0,1,1,6,3,135,1,999,0,2,94.465,4.864
8688,27,6,1,6,0,1,0,6,3,179,1,999,0,2,94.465,4.864
8689,38,13,1,9,0,1,0,6,3,126,1,999,0,2,94.465,4.864
8690,25,12,3,5,2,1,0,6,3,329,4,999,0,2,94.465,4.864
8691,29,12,1,9,0,0,0,6,3,126,2,999,0,2,94.465,4.864
8692,51,12,3,5,2,0,0,6,3,119,1,999,0,2,94.465,4.864
8693,29,6,3,6,0,0,0,6,3,209,2,999,0,2,94.465,4.864
8694,45,13,1,6,0,0,0,6,3,192,6,999,0,2,94.465,4.864
8695,56,13,1,5,0,1,0,6,3,341,2,999,0,2,94.465,4.864
8696,47,12,3,0,2,0,1,6,3,17,13,999,0,2,94.465,4.864
8697,28,12,3,4,2,1,0,6,3,167,1,999,0,2,94.465,4.864
8698,39,12,3,4,0,1,0,6,3,52,2,999,0,2,94.465,4.864
8699,53,9,3,4,2,1,0,6,3,152,6,999,0,2,94.465,4.864
8700,28,13,3,6,0,0,0,6,3,84,3,999,0,2,94.465,4.864
8701,45,12,3,6,0,0,0,6,3,341,4,999,0,2,94.465,4.864
8702,36,12,3,5,0,0,0,6,3,244,2,999,0,2,94.465,4.864
8703,36,12,3,5,0,0,0,6,3,423,2,999,0,2,94.465,4.864
8704,47,12,3,5,0,0,1,6,3,65,3,999,0,2,94.465,4.864
8705,40,13,2,4,2,0,1,6,3,170,3,999,0,2,94.465,4.864
8706,31,12,1,5,0,0,0,6,3,87,2,999,0,2,94.465,4.864
8707,36,4,1,5,2,1,0,6,3,227,2,999,0,2,94.465,4.864
8708,44,12,2,3,0,0,0,6,3,34,2,999,0,2,94.465,4.864
8709,24,4,1,6,0,1,0,6,3,169,2,999,0,2,94.465,4.864
8710,45,11,3,0,0,0,0,6,3,46,16,999,0,2,94.465,4.864
8711,54,11,3,9,0,1,0,6,3,39,2,999,0,2,94.465,4.864
8712,35,12,1,3,2,1,0,6,3,282,15,999,0,2,94.465,4.864
8713,49,12,3,0,2,0,0,6,3,112,4,999,0,2,94.465,4.864
8714,38,4,3,9,2,0,0,6,3,36,4,999,0,2,94.465,4.864
8715,55,8,2,8,0,1,0,6,3,69,4,999,0,2,94.465,4.864
8716,27,4,3,8,0,1,1,6,3,299,2,999,0,2,94.465,4.864
8717,54,4,3,8,0,1,0,6,3,80,6,999,0,2,94.465,4.864
8718,25,6,1,6,0,0,1,6,3,729,2,999,0,2,94.465,4.864
8719,40,4,3,8,0,0,0,6,3,389,5,999,0,2,94.465,4.864
8720,40,9,3,4,2,1,0,6,3,229,6,999,0,2,94.465,4.864
8721,47,12,3,3,2,0,0,6,3,624,2,999,0,2,94.465,4.864
8722,46,13,2,9,0,1,0,6,3,165,2,999,0,2,94.465,4.864
8723,46,12,3,6,0,1,0,6,3,216,2,999,0,2,94.465,4.864
8724,52,4,3,6,2,1,0,6,3,122,1,999,0,2,94.465,4.864
8725,30,12,3,4,0,0,0,6,3,201,2,999,0,2,94.465,4.864
8726,39,13,1,6,0,0,0,6,3,172,2,999,0,2,94.465,4.864
8727,54,13,3,9,2,1,0,6,3,79,10,999,0,2,94.465,4.864
8728,36,4,3,5,0,1,1,6,3,702,2,999,0,2,94.465,4.864
8729,33,12,3,3,0,1,1,6,3,112,4,999,0,2,94.465,4.864
8730,37,12,1,0,0,0,0,6,3,65,10,999,0,2,94.465,4.864
8731,59,12,3,5,2,0,0,6,3,361,1,999,0,2,94.465,4.864
8732,37,12,3,3,0,1,0,6,3,140,2,999,0,2,94.465,4.864
8733,38,12,3,4,0,1,0,6,3,382,3,999,0,2,94.465,4.864
8734,33,4,2,8,0,0,0,6,3,128,1,999,0,2,94.465,4.864
8735,34,6,3,9,0,0,0,6,3,175,1,999,0,2,94.465,4.864
8736,38,4,3,8,0,0,0,6,3,147,1,999,0,2,94.465,4.864
8737,42,12,3,4,0,0,1,6,3,292,1,999,0,2,94.465,4.864
8738,27,12,3,5,2,0,0,6,3,235,1,999,0,2,94.465,4.864
8739,22,6,1,6,0,0,0,6,3,156,1,999,0,2,94.465,4.864
8740,26,6,3,6,0,0,1,6,3,570,11,999,0,2,94.465,4.864
8741,51,4,2,8,0,0,0,6,4,399,3,999,0,2,94.465,4.8660000000000005
8742,51,13,3,6,0,0,1,6,4,222,1,999,0,2,94.465,4.8660000000000005
8743,40,2,2,6,0,0,1,6,4,243,1,999,0,2,94.465,4.8660000000000005
8744,35,6,2,6,0,1,0,6,4,74,1,999,0,2,94.465,4.8660000000000005
8745,54,13,3,6,0,1,0,6,4,243,1,999,0,2,94.465,4.8660000000000005
8746,43,12,3,5,2,1,0,6,4,88,1,999,0,2,94.465,4.8660000000000005
8747,36,4,3,8,0,0,0,6,4,38,1,999,0,2,94.465,4.8660000000000005
8748,45,6,3,6,2,0,0,6,4,379,1,999,0,2,94.465,4.8660000000000005
8749,32,7,3,9,0,0,0,6,4,178,1,999,0,2,94.465,4.8660000000000005
8750,39,12,3,8,2,1,0,6,4,27,1,999,0,2,94.465,4.8660000000000005
8751,36,13,2,6,0,0,0,6,4,80,1,999,0,2,94.465,4.8660000000000005
8752,44,11,1,9,0,0,0,6,4,75,1,999,0,2,94.465,4.8660000000000005
8753,37,12,3,8,0,1,0,6,4,65,1,999,0,2,94.465,4.8660000000000005
8754,37,12,3,8,0,1,0,6,4,168,1,999,0,2,94.465,4.8660000000000005
8755,36,12,3,0,0,0,0,6,4,179,1,999,0,2,94.465,4.8660000000000005
8756,46,7,3,5,2,0,0,6,4,49,1,999,0,2,94.465,4.8660000000000005
8757,58,12,3,8,2,0,1,6,4,25,1,999,0,2,94.465,4.8660000000000005
8758,34,9,3,9,0,0,0,6,4,221,1,999,0,2,94.465,4.8660000000000005
8759,45,3,3,0,0,0,0,6,4,484,8,999,0,2,94.465,4.8660000000000005
8760,43,4,3,8,0,0,0,6,4,119,2,999,0,2,94.465,4.8660000000000005
8761,34,9,3,9,0,1,0,6,4,773,1,999,0,2,94.465,4.8660000000000005
8762,45,12,3,5,2,1,0,6,4,135,1,999,0,2,94.465,4.8660000000000005
8763,23,6,1,8,2,0,0,6,4,169,1,999,0,2,94.465,4.8660000000000005
8764,33,13,1,8,0,0,0,6,4,104,1,999,0,2,94.465,4.8660000000000005
8765,45,7,3,9,0,1,0,6,4,870,11,999,0,2,94.465,4.8660000000000005
8766,26,7,3,9,0,1,0,6,4,400,2,999,0,2,94.465,4.8660000000000005
8767,52,12,3,5,0,1,0,6,4,112,2,999,0,2,94.465,4.8660000000000005
8768,34,13,3,9,0,0,0,6,4,283,1,999,0,2,94.465,4.8660000000000005
8769,31,6,1,8,0,0,0,6,4,56,1,999,0,2,94.465,4.8660000000000005
8770,31,6,1,8,0,0,0,6,4,224,1,999,0,2,94.465,4.8660000000000005
8771,54,13,2,9,0,0,0,6,4,172,1,999,0,2,94.465,4.8660000000000005
8772,35,12,3,3,0,0,0,6,4,636,1,999,0,2,94.465,4.8660000000000005
8773,53,4,3,0,0,0,0,6,4,40,1,999,0,2,94.465,4.8660000000000005
8774,37,13,3,9,0,0,0,6,4,63,1,999,0,2,94.465,4.8660000000000005
8775,34,6,3,6,2,1,0,6,4,396,1,999,0,2,94.465,4.8660000000000005
8776,49,13,2,9,0,0,0,6,4,487,1,999,0,2,94.465,4.8660000000000005
8777,55,10,2,9,0,1,0,6,4,221,1,999,0,2,94.465,4.8660000000000005
8778,30,12,1,0,0,0,0,6,4,116,1,999,0,2,94.465,4.8660000000000005
8779,30,12,1,0,0,1,0,6,4,400,1,999,0,2,94.465,4.8660000000000005
8780,45,12,3,4,2,1,0,6,4,222,1,999,0,2,94.465,4.8660000000000005
8781,35,12,3,0,0,0,1,6,4,78,1,999,0,2,94.465,4.8660000000000005
8782,35,12,3,5,0,0,0,6,4,92,1,999,0,2,94.465,4.8660000000000005
8783,52,8,3,6,0,0,0,6,4,48,2,999,0,2,94.465,4.8660000000000005
8784,35,12,3,5,0,1,1,6,4,97,1,999,0,2,94.465,4.8660000000000005
8785,58,12,3,3,0,0,0,6,4,69,1,999,0,2,94.465,4.8660000000000005
8786,48,13,1,9,0,1,0,6,4,333,2,999,0,2,94.465,4.8660000000000005
8787,28,13,1,9,0,1,0,6,4,78,6,999,0,2,94.465,4.8660000000000005
8788,24,13,1,6,0,0,0,6,4,131,1,999,0,2,94.465,4.8660000000000005
8789,32,12,3,5,0,1,0,6,4,155,1,999,0,2,94.465,4.8660000000000005
8790,40,10,3,3,2,1,0,6,4,397,1,999,0,2,94.465,4.8660000000000005
8791,41,10,3,6,0,1,0,6,4,41,1,999,0,2,94.465,4.8660000000000005
8792,46,13,3,9,2,0,0,6,4,93,1,999,0,2,94.465,4.8660000000000005
8793,29,6,1,6,0,1,0,6,4,133,1,999,0,2,94.465,4.8660000000000005
8794,46,13,1,9,0,0,0,6,4,57,6,999,0,2,94.465,4.8660000000000005
8795,36,4,3,8,0,1,0,6,4,21,1,999,0,2,94.465,4.8660000000000005
8796,32,13,3,9,0,0,0,6,4,47,1,999,0,2,94.465,4.8660000000000005
8797,48,13,3,6,0,1,1,6,4,89,1,999,0,2,94.465,4.8660000000000005
8798,41,6,2,5,0,1,0,6,4,163,1,999,0,2,94.465,4.8660000000000005
8799,50,10,3,0,0,1,0,6,4,86,1,999,0,2,94.465,4.8660000000000005
8800,41,12,3,5,2,0,0,6,4,142,2,999,0,2,94.465,4.8660000000000005
8801,28,4,1,8,2,0,0,6,4,492,2,999,0,2,94.465,4.8660000000000005
8802,41,12,3,5,0,0,1,6,4,327,2,999,0,2,94.465,4.8660000000000005
8803,30,4,3,9,2,0,0,6,4,189,1,999,0,2,94.465,4.8660000000000005
8804,42,12,3,3,2,1,0,6,4,812,1,999,0,2,94.465,4.8660000000000005
8805,52,9,2,9,0,1,1,6,4,73,1,999,0,2,94.465,4.8660000000000005
8806,46,13,3,6,0,0,0,6,4,428,1,999,0,2,94.465,4.8660000000000005
8807,41,4,3,4,0,0,0,6,4,41,1,999,0,2,94.465,4.8660000000000005
8808,23,6,1,8,2,0,0,6,4,202,1,999,0,2,94.465,4.8660000000000005
8809,28,3,1,0,2,1,0,6,4,169,1,999,0,2,94.465,4.8660000000000005
8810,33,7,3,9,0,1,0,6,4,271,1,999,0,2,94.465,4.8660000000000005
8811,45,12,3,5,2,0,0,6,4,232,1,999,0,2,94.465,4.8660000000000005
8812,38,6,3,6,2,0,0,6,4,305,5,999,0,2,94.465,4.8660000000000005
8813,44,9,3,9,0,0,0,6,4,175,1,999,0,2,94.465,4.8660000000000005
8814,30,4,1,8,0,2,2,6,4,67,1,999,0,2,94.465,4.8660000000000005
8815,26,12,3,5,2,0,1,6,4,81,2,999,0,2,94.465,4.8660000000000005
8816,57,8,1,8,0,0,0,6,4,647,1,999,0,2,94.465,4.8660000000000005
8817,52,12,2,3,0,0,0,6,4,910,2,999,0,2,94.465,4.8660000000000005
8818,30,12,1,0,0,0,0,6,4,65,2,999,0,2,94.465,4.8660000000000005
8819,35,13,3,9,0,1,1,6,4,21,1,999,0,2,94.465,4.8660000000000005
8820,58,13,3,0,2,0,0,6,4,292,1,999,0,2,94.465,4.8660000000000005
8821,46,12,3,8,0,0,0,6,4,1446,1,999,0,2,94.465,4.8660000000000005
8822,26,13,1,6,0,0,0,6,4,463,1,999,0,2,94.465,4.8660000000000005
8823,52,7,3,3,2,0,0,6,4,60,1,999,0,2,94.465,4.8660000000000005
8824,48,9,3,9,0,1,0,6,4,141,1,999,0,2,94.465,4.8660000000000005
8825,45,13,3,5,2,1,0,6,4,60,1,999,0,2,94.465,4.8660000000000005
8826,49,12,3,5,2,0,0,6,4,1149,2,999,0,2,94.465,4.8660000000000005
8827,58,8,3,3,2,1,0,6,4,179,1,999,0,2,94.465,4.8660000000000005
8828,31,12,2,5,0,1,0,6,4,166,2,999,0,2,94.465,4.8660000000000005
8829,41,4,3,8,0,0,0,6,4,67,2,999,0,2,94.465,4.8660000000000005
8830,27,13,1,9,0,0,1,6,4,263,2,999,0,2,94.465,4.8660000000000005
8831,43,12,1,8,0,0,0,6,4,133,1,999,0,2,94.465,4.8660000000000005
8832,33,6,3,6,0,1,0,6,4,124,2,999,0,2,94.465,4.8660000000000005
8833,40,11,3,5,0,0,0,6,4,331,1,999,0,2,94.465,4.8660000000000005
8834,36,7,2,3,0,1,0,6,4,174,1,999,0,2,94.465,4.8660000000000005
8835,58,10,3,3,0,1,0,6,4,190,1,999,0,2,94.465,4.8660000000000005
8836,43,2,3,9,2,1,0,6,4,409,1,999,0,2,94.465,4.8660000000000005
8837,31,13,3,5,0,0,0,6,4,145,1,999,0,2,94.465,4.8660000000000005
8838,32,6,1,5,0,0,1,6,4,139,1,999,0,2,94.465,4.8660000000000005
8839,59,4,3,0,2,2,2,6,4,247,2,999,0,2,94.465,4.8660000000000005
8840,38,6,3,3,0,0,1,6,4,90,1,999,0,2,94.465,4.8660000000000005
8841,30,12,3,5,0,1,0,6,4,52,1,999,0,2,94.465,4.8660000000000005
8842,40,13,2,6,0,0,0,6,4,170,1,999,0,2,94.465,4.8660000000000005
8843,45,12,3,3,2,1,0,6,4,100,1,999,0,2,94.465,4.8660000000000005
8844,46,13,3,5,2,1,0,6,4,70,1,999,0,2,94.465,4.8660000000000005
8845,41,12,3,5,2,0,0,6,4,89,1,999,0,2,94.465,4.8660000000000005
8846,31,12,3,5,0,1,0,6,4,91,1,999,0,2,94.465,4.8660000000000005
8847,31,12,3,5,0,0,0,6,4,47,1,999,0,2,94.465,4.8660000000000005
8848,41,9,3,9,0,1,0,6,4,52,8,999,0,2,94.465,4.8660000000000005
8849,39,6,2,6,0,0,0,6,4,81,1,999,0,2,94.465,4.8660000000000005
8850,30,7,1,9,0,0,0,6,4,39,1,999,0,2,94.465,4.8660000000000005
8851,49,12,3,0,0,0,0,6,4,225,1,999,0,2,94.465,4.8660000000000005
8852,56,12,3,3,0,1,1,6,4,36,2,999,0,2,94.465,4.8660000000000005
8853,43,12,3,3,2,0,0,6,4,287,1,999,0,2,94.465,4.8660000000000005
8854,53,12,3,3,0,0,0,6,4,627,1,999,0,2,94.465,4.8660000000000005
8855,29,12,1,4,0,1,0,6,4,83,1,999,0,2,94.465,4.8660000000000005
8856,37,6,3,6,2,0,0,6,4,106,2,999,0,2,94.465,4.8660000000000005
8857,52,4,3,5,0,1,0,6,4,166,2,999,0,2,94.465,4.8660000000000005
8858,45,12,3,0,2,0,0,6,4,264,1,999,0,2,94.465,4.8660000000000005
8859,57,4,2,5,0,0,0,6,4,72,1,999,0,2,94.465,4.8660000000000005
8860,57,12,3,3,2,0,0,6,4,452,1,999,0,2,94.465,4.8660000000000005
8861,36,9,3,9,0,0,0,6,4,22,1,999,0,2,94.465,4.8660000000000005
8862,36,12,3,6,0,0,0,6,4,272,1,999,0,2,94.465,4.8660000000000005
8863,50,12,3,3,0,1,0,6,4,152,1,999,0,2,94.465,4.8660000000000005
8864,40,11,3,4,2,0,0,6,4,85,2,999,0,2,94.465,4.8660000000000005
8865,39,12,3,4,2,0,0,6,4,247,1,999,0,2,94.465,4.8660000000000005
8866,28,4,1,8,0,0,0,6,4,508,2,999,0,2,94.465,4.8660000000000005
8867,40,9,3,9,0,2,2,6,4,315,1,999,0,2,94.465,4.8660000000000005
8868,28,12,3,5,0,1,1,6,4,109,2,999,0,2,94.465,4.8660000000000005
8869,39,12,3,4,2,1,0,6,4,414,1,999,0,2,94.465,4.8660000000000005
8870,32,11,3,6,2,1,0,6,4,107,1,999,0,2,94.465,4.8660000000000005
8871,37,4,3,6,2,1,0,6,4,218,1,999,0,2,94.465,4.8660000000000005
8872,49,11,3,3,2,0,0,6,4,285,1,999,0,2,94.465,4.8660000000000005
8873,49,12,3,3,0,1,0,6,4,290,1,999,0,2,94.465,4.8660000000000005
